,Date,TAVG,TMAX,TMIN,PRCP,SNOW,SNWD
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/28/2015,6,8,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/29/2015,3,6,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/30/2015,-6,5,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/01/2015,-13,-9,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/02/2015,-16,-9,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/03/2015,-39,,-44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/04/2015,-28,-23,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/05/2015,-30,-26,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/06/2015,-33,-27,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/07/2015,-29,-21,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/08/2015,-26,-18,-35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/09/2015,-25,-19,-30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/10/2015,-25,-16,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/11/2015,-38,,-41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/12/2015,-24,-16,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/13/2015,-24,-16,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/14/2015,-29,-26,-33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/15/2015,-20,-15,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/16/2015,-13,1,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/17/2015,-9,6,-20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/18/2015,-13,-3,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/19/2015,-3,-1,-7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/20/2015,-2,0,-3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/21/2015,-11,-4,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/22/2015,-37,,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/23/2015,-31,-28,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/24/2015,-28,-23,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/25/2015,-41,-33,-46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/26/2015,-32,-26,-38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/27/2015,-13,-5,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/28/2015,-18,-6,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/29/2015,-9,-3,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/30/2015,-3,-1,-7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/31/2015,-8,3,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/01/2016,1,6,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/02/2016,9,16,-3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/03/2016,1,6,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/04/2016,-3,8,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/05/2016,13,32,3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/06/2016,26,34,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/07/2016,8,22,0,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/08/2016,-4,3,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/09/2016,-4,1,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/10/2016,-21,-6,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/11/2016,-30,-22,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/12/2016,-21,-16,-29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/13/2016,-26,,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/14/2016,-12,-7,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/15/2016,-5,-1,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/16/2016,-2,2,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/17/2016,-7,-1,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/18/2016,-17,-8,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/19/2016,-35,-25,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/20/2016,-26,-20,-35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/21/2016,-27,-19,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/22/2016,-32,-26,-38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/23/2016,-29,-20,-38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/24/2016,-19,-17,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/25/2016,-14,-10,-19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/26/2016,-19,-17,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/27/2016,-11,-4,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/28/2016,-2,1,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/29/2016,-4,6,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/30/2016,-7,2,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/31/2016,4,14,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/01/2016,-11,2,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/02/2016,-22,-13,-30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/03/2016,-32,-22,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/04/2016,-36,-33,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/05/2016,-34,-22,-42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/06/2016,-39,-26,-45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/07/2016,-25,-11,-30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/08/2016,-25,-19,-30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/09/2016,-25,-21,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/10/2016,-15,-5,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/11/2016,-5,-1,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/12/2016,-4,-1,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/13/2016,-12,-7,-20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/14/2016,-10,5,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/15/2016,-10,-6,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/16/2016,-8,-3,-19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/17/2016,-15,-7,-23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/18/2016,-31,-16,-41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/19/2016,-34,-23,-40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/22/2016,-4,7,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/23/2016,1,14,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/24/2016,-11,-3,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/25/2016,-5,4,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/26/2016,0,12,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/27/2016,-10,5,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/28/2016,-14,-4,-21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/29/2016,-10,3,-19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/01/2016,4,14,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/02/2016,6,8,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/03/2016,6,9,4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/04/2016,4,8,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/05/2016,-6,7,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/06/2016,-25,-10,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/07/2016,-28,-13,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/08/2016,-27,-17,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/09/2016,-11,-1,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/10/2016,-12,-1,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/11/2016,-3,-2,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/12/2016,-3,1,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/13/2016,-13,-10,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/14/2016,-16,-10,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/15/2016,-19,-14,-25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/16/2016,-18,-13,-23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/17/2016,-24,-15,-30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/18/2016,-25,-17,-31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/19/2016,-18,-9,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/20/2016,-17,-10,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/21/2016,-16,-8,-25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/22/2016,-8,-2,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/23/2016,-6,1,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/24/2016,-4,0,-7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/25/2016,-1,5,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/26/2016,2,8,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/27/2016,-4,1,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/28/2016,-15,0,-31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/29/2016,-24,-11,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/30/2016,-22,-9,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/31/2016,-18,-9,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/01/2016,-20,-13,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/02/2016,-10,-6,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/03/2016,-3,1,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/04/2016,4,11,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/05/2016,-1,10,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/06/2016,-3,13,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/07/2016,-1,13,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/08/2016,1,12,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/09/2016,5,13,-7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/10/2016,11,20,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/11/2016,25,36,16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/12/2016,19,26,5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/13/2016,6,14,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/14/2016,3,21,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/15/2016,7,12,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/16/2016,7,11,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/17/2016,6,10,-1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/18/2016,11,15,7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/19/2016,15,18,5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/20/2016,12,21,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/21/2016,12,27,-1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/22/2016,9,28,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/23/2016,8,18,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/24/2016,18,29,13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/25/2016,20,23,18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/26/2016,26,34,21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/27/2016,24,27,22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/28/2016,29,40,21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/29/2016,28,38,23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/30/2016,26,32,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/01/2016,29,34,25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/02/2016,26,29,25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/03/2016,29,33,26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/04/2016,30,34,25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/05/2016,26,31,22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/06/2016,21,24,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/07/2016,22,27,17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/08/2016,29,43,17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/09/2016,35,49,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/10/2016,43,63,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/11/2016,42,55,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/12/2016,43,52,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/13/2016,40,46,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/14/2016,35,37,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/15/2016,31,33,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/16/2016,30,33,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/17/2016,30,33,26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/18/2016,35,43,28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/19/2016,41,53,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/20/2016,45,56,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/21/2016,39,52,28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/22/2016,41,45,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/23/2016,45,56,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/24/2016,45,54,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/25/2016,42,49,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/26/2016,45,54,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/27/2016,44,55,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/28/2016,44,54,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/29/2016,42,54,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/30/2016,51,69,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/31/2016,40,50,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/01/2016,32,36,28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/02/2016,31,37,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/03/2016,39,47,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/04/2016,48,59,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/05/2016,35,42,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/06/2016,42,52,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/07/2016,39,47,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/08/2016,35,39,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/09/2016,33,35,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/10/2016,43,52,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/11/2016,60,74,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/12/2016,60,72,51,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/13/2016,45,53,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/14/2016,47,56,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/15/2016,49,52,44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/16/2016,49,58,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/17/2016,60,80,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/18/2016,57,66,52,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/19/2016,57,65,50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/20/2016,55,62,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/21/2016,37,44,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/22/2016,51,64,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/23/2016,65,78,46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/24/2016,67,79,54,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/25/2016,54,61,45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/26/2016,56,72,44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/27/2016,48,56,42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/28/2016,64,78,44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/29/2016,58,66,48,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/30/2016,56,69,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/01/2016,64,76,46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/02/2016,67,77,51,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/03/2016,62,74,52,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/04/2016,60,71,46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/05/2016,58,68,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/06/2016,59,70,50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/07/2016,59,71,45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/08/2016,61,71,48,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/09/2016,65,76,51,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/10/2016,64,78,53,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/11/2016,60,70,51,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/12/2016,69,79,57,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/13/2016,74,88,54,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/14/2016,75,87,60,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/15/2016,59,80,45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/16/2016,55,66,42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/17/2016,56,63,52,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/18/2016,47,53,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/19/2016,46,52,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/20/2016,47,54,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/21/2016,48,59,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/22/2016,48,58,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/23/2016,43,55,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/24/2016,46,62,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/25/2016,51,66,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/26/2016,58,72,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/27/2016,59,75,49,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/28/2016,51,57,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/29/2016,47,53,42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/30/2016,46,53,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/31/2016,49,57,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/01/2016,58,69,48,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/02/2016,41,50,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/03/2016,41,47,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/04/2016,43,51,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/05/2016,48,67,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/06/2016,61,78,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/07/2016,64,75,52,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/08/2016,51,57,44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/09/2016,44,46,42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/10/2016,42,46,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/11/2016,46,55,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/12/2016,48,61,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/13/2016,47,58,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/14/2016,47,53,39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/15/2016,45,49,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/16/2016,40,44,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/17/2016,49,65,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/18/2016,56,67,44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/19/2016,52,58,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/20/2016,44,53,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/21/2016,43,50,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/22/2016,38,40,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/23/2016,40,45,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/24/2016,51,68,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/25/2016,55,67,45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/26/2016,52,65,39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/27/2016,52,68,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/28/2016,46,52,39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/29/2016,39,45,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/30/2016,51,70,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/31/2016,42,51,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/01/2016,41,46,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/02/2016,39,47,35,,,
