,Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
"BETHEL AIRPORT, AK US (USW00026615)",11/26/1960,,28,5,0.23,3.8,7
"BETHEL AIRPORT, AK US (USW00026615)",11/27/1960,,16,-3,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",11/28/1960,,10,-7,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",11/29/1960,,21,-18,0.11,1.5,10
"BETHEL AIRPORT, AK US (USW00026615)",11/30/1960,,33,20,0,0,11
"BETHEL AIRPORT, AK US (USW00026615)",12/1/1960,,34,24,0.05,0.2,11
"BETHEL AIRPORT, AK US (USW00026615)",12/2/1960,,24,10,0,0,11
"BETHEL AIRPORT, AK US (USW00026615)",12/3/1960,,15,-3,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/4/1960,,13,0,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/5/1960,,36,2,0.09,0.9,9
"BETHEL AIRPORT, AK US (USW00026615)",12/6/1960,,36,15,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/7/1960,,34,20,0.05,0.1,7
"BETHEL AIRPORT, AK US (USW00026615)",12/8/1960,,32,15,0.05,0.5,8
"BETHEL AIRPORT, AK US (USW00026615)",12/9/1960,,29,22,0.28,3.7,9
"BETHEL AIRPORT, AK US (USW00026615)",12/10/1960,,27,12,0.03,0.3,10
"BETHEL AIRPORT, AK US (USW00026615)",12/11/1960,,17,0,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/12/1960,,29,1,0.01,0.2,10
"BETHEL AIRPORT, AK US (USW00026615)",12/13/1960,,32,23,0.05,0.6,10
"BETHEL AIRPORT, AK US (USW00026615)",12/14/1960,,33,20,0,0,11
"BETHEL AIRPORT, AK US (USW00026615)",12/15/1960,,39,26,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/16/1960,,40,36,0,0,8
"BETHEL AIRPORT, AK US (USW00026615)",12/17/1960,,39,34,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",12/18/1960,,37,5,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",12/19/1960,,10,0,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",12/20/1960,,22,10,0.33,5.1,5
"BETHEL AIRPORT, AK US (USW00026615)",12/21/1960,,18,10,0.04,0.5,8
"BETHEL AIRPORT, AK US (USW00026615)",12/22/1960,,23,9,0.08,1.2,9
"BETHEL AIRPORT, AK US (USW00026615)",12/23/1960,,22,-2,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/24/1960,,28,11,0.01,0.2,10
"BETHEL AIRPORT, AK US (USW00026615)",12/25/1960,,16,7,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/26/1960,,24,7,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/27/1960,,33,18,0.15,1.5,10
"BETHEL AIRPORT, AK US (USW00026615)",12/28/1960,,32,22,0.18,1.9,12
"BETHEL AIRPORT, AK US (USW00026615)",12/29/1960,,25,16,0.06,0.7,13
"BETHEL AIRPORT, AK US (USW00026615)",12/30/1960,,18,-5,0,0,14
"BETHEL AIRPORT, AK US (USW00026615)",12/31/1960,,10,-5,0,0,14
"BETHEL AIRPORT, AK US (USW00026615)",1/1/1961,,16,1,0,0,14
"BETHEL AIRPORT, AK US (USW00026615)",1/2/1961,,11,-2,0.01,0.1,14
"BETHEL AIRPORT, AK US (USW00026615)",1/3/1961,,15,10,0,0,14
"BETHEL AIRPORT, AK US (USW00026615)",1/4/1961,,10,1,0,0,13
"BETHEL AIRPORT, AK US (USW00026615)",1/5/1961,,6,-4,0,0,13
"BETHEL AIRPORT, AK US (USW00026615)",1/6/1961,,0,-12,0,0,13
"BETHEL AIRPORT, AK US (USW00026615)",1/7/1961,,12,-6,0,0,12
"BETHEL AIRPORT, AK US (USW00026615)",1/8/1961,,12,-6,0,0,12
"BETHEL AIRPORT, AK US (USW00026615)",1/9/1961,,-1,-9,0,0,12
"BETHEL AIRPORT, AK US (USW00026615)",1/10/1961,,-4,-15,0,0,11
"BETHEL AIRPORT, AK US (USW00026615)",1/11/1961,,1,-20,0.02,0.2,11
"BETHEL AIRPORT, AK US (USW00026615)",1/12/1961,,14,0,0.01,0.2,11
"BETHEL AIRPORT, AK US (USW00026615)",1/13/1961,,9,1,0,0,11
"BETHEL AIRPORT, AK US (USW00026615)",1/14/1961,,8,1,0,0,11
"BETHEL AIRPORT, AK US (USW00026615)",1/15/1961,,3,-11,0,0,11
"BETHEL AIRPORT, AK US (USW00026615)",1/16/1961,,-1,-9,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",1/17/1961,,14,-3,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",1/18/1961,,23,11,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",1/19/1961,,37,22,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",1/20/1961,,38,33,0,0,8
"BETHEL AIRPORT, AK US (USW00026615)",1/21/1961,,36,28,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",1/22/1961,,35,19,0.01,0.1,5
"BETHEL AIRPORT, AK US (USW00026615)",1/23/1961,,33,17,0.01,0,5
"BETHEL AIRPORT, AK US (USW00026615)",1/24/1961,,38,29,0.01,0,5
"BETHEL AIRPORT, AK US (USW00026615)",1/25/1961,,37,32,0.01,0,4
"BETHEL AIRPORT, AK US (USW00026615)",1/26/1961,,35,25,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",1/27/1961,,30,15,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",1/28/1961,,19,8,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",1/29/1961,,14,5,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",1/30/1961,,11,3,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",1/31/1961,,9,0,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",2/1/1961,,4,-5,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",2/2/1961,,1,-8,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",2/3/1961,,-1,-12,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",2/4/1961,,5,-12,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",2/5/1961,,8,3,0.06,0.8,4
"BETHEL AIRPORT, AK US (USW00026615)",2/6/1961,,6,-1,0.1,1.4,5
"BETHEL AIRPORT, AK US (USW00026615)",2/7/1961,,1,-12,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",2/8/1961,,-6,-13,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",2/9/1961,,-8,-16,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",2/10/1961,,-6,-23,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",2/11/1961,,-2,-10,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",2/12/1961,,-2,-8,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",2/13/1961,,-6,-13,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",2/14/1961,,-3,-14,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",2/15/1961,,-3,-13,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",2/16/1961,,-3,-22,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",2/17/1961,,7,-7,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",2/18/1961,,16,3,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",2/19/1961,,9,2,0.02,0.2,5
"BETHEL AIRPORT, AK US (USW00026615)",2/20/1961,,11,3,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",2/21/1961,,4,-4,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",2/22/1961,,7,-9,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",2/23/1961,,6,-10,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",2/24/1961,,-5,-17,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",2/25/1961,,-7,-22,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",2/26/1961,,-5,-18,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",2/27/1961,,-7,-16,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",2/28/1961,,-9,-19,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",3/1/1961,,-3,-23,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",3/2/1961,,2,-21,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",3/3/1961,,9,-6,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",3/4/1961,,23,0,0.09,1.5,4
"BETHEL AIRPORT, AK US (USW00026615)",3/5/1961,,30,17,0.08,0.8,6
"BETHEL AIRPORT, AK US (USW00026615)",3/6/1961,,18,3,0.02,0.3,6
"BETHEL AIRPORT, AK US (USW00026615)",3/7/1961,,8,-3,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",3/8/1961,,2,-9,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",3/9/1961,,-4,-15,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",3/10/1961,,-4,-19,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",3/11/1961,,-7,-21,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",3/12/1961,,-9,-27,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",3/13/1961,,-5,-29,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",3/14/1961,,-9,-27,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",3/15/1961,,-7,-22,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",3/16/1961,,16,-25,0.06,0.6,6
"BETHEL AIRPORT, AK US (USW00026615)",3/17/1961,,22,-3,0,0,7
"BETHEL AIRPORT, AK US (USW00026615)",3/18/1961,,6,-13,0,0,7
"BETHEL AIRPORT, AK US (USW00026615)",3/19/1961,,7,-3,0,0,7
"BETHEL AIRPORT, AK US (USW00026615)",3/20/1961,,9,-9,0,0,7
"BETHEL AIRPORT, AK US (USW00026615)",3/21/1961,,8,-14,0,0,7
"BETHEL AIRPORT, AK US (USW00026615)",3/22/1961,,25,-16,0,0,7
"BETHEL AIRPORT, AK US (USW00026615)",3/23/1961,,21,5,0,0,7
"BETHEL AIRPORT, AK US (USW00026615)",3/24/1961,,33,11,0.1,0.9,7
"BETHEL AIRPORT, AK US (USW00026615)",3/25/1961,,25,18,0,0,8
"BETHEL AIRPORT, AK US (USW00026615)",3/26/1961,,24,8,0,0,8
"BETHEL AIRPORT, AK US (USW00026615)",3/27/1961,,24,3,0.02,0.3,8
"BETHEL AIRPORT, AK US (USW00026615)",3/28/1961,,24,14,0.02,0.2,8
"BETHEL AIRPORT, AK US (USW00026615)",3/29/1961,,35,16,0.04,0.4,8
"BETHEL AIRPORT, AK US (USW00026615)",3/30/1961,,43,20,0.01,0.1,8
"BETHEL AIRPORT, AK US (USW00026615)",3/31/1961,,32,15,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",4/1/1961,,22,10,0.01,0.1,6
"BETHEL AIRPORT, AK US (USW00026615)",4/2/1961,,19,9,0.01,0.1,6
"BETHEL AIRPORT, AK US (USW00026615)",4/3/1961,,21,4,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",4/4/1961,,39,2,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",4/5/1961,,35,20,0.05,0.5,6
"BETHEL AIRPORT, AK US (USW00026615)",4/6/1961,,25,-2,0.01,0.3,6
"BETHEL AIRPORT, AK US (USW00026615)",4/7/1961,,22,-4,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",4/8/1961,,34,20,0.1,0.4,6
"BETHEL AIRPORT, AK US (USW00026615)",4/9/1961,,33,17,0.07,1.1,6
"BETHEL AIRPORT, AK US (USW00026615)",4/10/1961,,25,12,0.07,0.9,6
"BETHEL AIRPORT, AK US (USW00026615)",4/11/1961,,33,20,0.02,0.3,7
"BETHEL AIRPORT, AK US (USW00026615)",4/12/1961,,31,23,0.16,1.6,7
"BETHEL AIRPORT, AK US (USW00026615)",4/13/1961,,30,2,0.05,0.6,9
"BETHEL AIRPORT, AK US (USW00026615)",4/14/1961,,14,0,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",4/15/1961,,11,-4,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",4/16/1961,,17,-6,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",4/17/1961,,34,15,0.22,2.2,8
"BETHEL AIRPORT, AK US (USW00026615)",4/18/1961,,20,-1,0.12,1.2,7
"BETHEL AIRPORT, AK US (USW00026615)",4/19/1961,,9,-7,0,0,8
"BETHEL AIRPORT, AK US (USW00026615)",4/20/1961,,27,-7,0,0,8
"BETHEL AIRPORT, AK US (USW00026615)",4/21/1961,,38,23,0.33,0.4,8
"BETHEL AIRPORT, AK US (USW00026615)",4/22/1961,,35,25,0.04,0.3,4
"BETHEL AIRPORT, AK US (USW00026615)",4/23/1961,,38,24,0.03,0.2,4
"BETHEL AIRPORT, AK US (USW00026615)",4/24/1961,,35,25,0.01,0,4
"BETHEL AIRPORT, AK US (USW00026615)",4/25/1961,,34,21,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/26/1961,,38,20,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/27/1961,,39,18,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/28/1961,,48,25,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",4/29/1961,,45,25,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",4/30/1961,,42,26,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",5/1/1961,,44,24,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/2/1961,,50,25,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/3/1961,,49,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/4/1961,,51,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/5/1961,,57,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/6/1961,,58,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/7/1961,,59,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/8/1961,,46,30,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/9/1961,,40,32,0.07,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/10/1961,,39,32,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/11/1961,,46,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/12/1961,,50,28,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/13/1961,,56,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/14/1961,,54,35,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/15/1961,,55,38,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/16/1961,,54,40,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/17/1961,,55,34,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/18/1961,,53,35,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/19/1961,,52,34,0.17,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/20/1961,,47,37,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/21/1961,,52,34,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/22/1961,,50,36,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/23/1961,,52,34,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/24/1961,,60,28,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/25/1961,,52,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/26/1961,,58,38,0.23,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/27/1961,,57,40,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/28/1961,,60,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/29/1961,,63,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/30/1961,,61,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/31/1961,,57,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/1/1961,,58,34,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/2/1961,,58,37,0.18,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/3/1961,,58,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/4/1961,,63,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/5/1961,,63,39,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/6/1961,,54,42,0.29,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/7/1961,,49,38,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/8/1961,,47,40,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/9/1961,,48,36,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/10/1961,,54,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/11/1961,,61,36,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/12/1961,,60,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/13/1961,,64,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/14/1961,,50,42,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/15/1961,,46,41,0.13,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/16/1961,,50,44,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/17/1961,,50,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/18/1961,,58,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/19/1961,,52,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/20/1961,,65,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/21/1961,,63,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/22/1961,,61,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/23/1961,,56,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/24/1961,,50,41,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/25/1961,,53,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/26/1961,,54,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/27/1961,,49,43,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/28/1961,,52,42,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/29/1961,,52,43,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/30/1961,,52,42,0.26,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/1/1961,,50,42,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/2/1961,,45,39,0.12,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/3/1961,,50,38,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/4/1961,,50,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/5/1961,,60,39,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/6/1961,,68,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/7/1961,,71,47,0.1,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/8/1961,,71,47,0.11,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/9/1961,,69,50,0.23,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/10/1961,,61,47,0.4,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/11/1961,,50,44,0.3,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/12/1961,,49,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/13/1961,,60,43,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/14/1961,,65,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/15/1961,,76,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/16/1961,,59,44,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/17/1961,,61,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/18/1961,,59,43,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/19/1961,,51,38,0.14,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/20/1961,,53,46,0.07,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/21/1961,,50,44,0.22,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/22/1961,,52,47,0.25,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/23/1961,,58,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/24/1961,,64,47,0.28,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/25/1961,,56,49,0.13,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/26/1961,,56,48,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/27/1961,,57,47,0.29,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/28/1961,,54,43,0.26,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/29/1961,,55,49,0.58,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/30/1961,,56,49,0.21,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/31/1961,,62,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/1/1961,,53,45,0.22,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/2/1961,,50,46,0.09,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/3/1961,,53,44,0.07,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/4/1961,,52,44,0.14,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/5/1961,,53,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/6/1961,,57,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/7/1961,,56,44,0.1,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/8/1961,,60,47,0.17,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/9/1961,,60,45,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/10/1961,,58,46,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/11/1961,,53,45,0.13,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/12/1961,,58,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/13/1961,,63,46,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/14/1961,,67,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/15/1961,,67,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/16/1961,,68,52,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/17/1961,,66,54,0.1,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/18/1961,,54,48,0.36,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/19/1961,,59,50,0.26,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/20/1961,,55,50,0.11,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/21/1961,,50,43,0.35,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/22/1961,,53,40,0.26,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/23/1961,,51,45,0.15,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/24/1961,,59,44,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/25/1961,,65,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/26/1961,,66,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/27/1961,,64,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/28/1961,,65,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/29/1961,,66,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/30/1961,,62,43,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/31/1961,,62,48,0.16,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/1/1961,,58,46,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/2/1961,,57,43,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/3/1961,,54,46,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/4/1961,,52,45,0.19,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/5/1961,,51,48,0.29,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/6/1961,,51,43,0.36,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/7/1961,,50,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/8/1961,,54,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/9/1961,,53,43,0.16,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/10/1961,,52,40,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/11/1961,,54,35,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/12/1961,,50,40,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/13/1961,,50,38,0.09,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/14/1961,,52,36,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/15/1961,,49,37,0.12,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/16/1961,,49,37,0.05,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/17/1961,,48,40,0.09,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/18/1961,,51,37,0.14,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/19/1961,,51,46,0.13,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/20/1961,,49,43,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/21/1961,,55,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/22/1961,,52,39,0.69,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/23/1961,,46,35,0.2,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/24/1961,,48,38,0.09,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/25/1961,,48,41,0.08,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/26/1961,,47,41,0.1,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/27/1961,,50,43,0.15,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/28/1961,,50,42,0.36,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/29/1961,,48,35,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/30/1961,,42,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/1/1961,,35,28,0.01,0.1,0
"BETHEL AIRPORT, AK US (USW00026615)",10/2/1961,,43,30,0.09,1.5,2
"BETHEL AIRPORT, AK US (USW00026615)",10/3/1961,,38,25,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/4/1961,,38,24,0.07,1,0
"BETHEL AIRPORT, AK US (USW00026615)",10/5/1961,,38,23,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/6/1961,,41,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/7/1961,,33,30,0.23,2.3,1
"BETHEL AIRPORT, AK US (USW00026615)",10/8/1961,,33,29,0.09,0.9,2
"BETHEL AIRPORT, AK US (USW00026615)",10/9/1961,,35,24,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",10/10/1961,,28,18,0,0,1
